text,label
"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather""",-1
@AmericanAir - where are my bags? Baggage claim C25 or C26 (flt# 959)?? I can see the plane from here? Why does it take 25 min???,-1
@USAirways How long before departure do gates stay open? Will I make my connecting flight 1861 to RDU from flight 894???,0
@USAirways call Gate D9 in CLT and get me on this flight,0
"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter",-1
"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)",0
http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir,0
@USAirways Flight Cancelled Flighted because of #Neptune Could not get to my destination. #notmyfault  #waive$200fee #ripoff #poorcustomerservice,-1
"@united THAT'S the tweet u choose to answer, to tell me you're not liable?! #youretheworst #neveragain",-1
@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you,-1
@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.,-1
@JetBlue flight 117. proud to fly Jet Blue!,1
"@southwestair excruciatingly slow internet on SWA flights is now the norm, rather than the exception. Is this being addressed?",-1
"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?",-1
@USAirways flight #3797 treatment of passengers has been atrocious - over 2 hours delay only to now deplane and given no direction,-1
@united 6 hour mechanical delay...killing me,-1
@AmericanAir is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur,-1
@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,-1
"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting...",-1
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",-1
@united Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,-1
@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways,-1
@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,-1
@SouthwestAir rules.,1
@JetBlue disappointed with the missed connection from ROC to SLC and no reimbursement even tho friend who is a pilot said it was due to ATC,-1
@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.,1
@JetBlue hi friend! Question for you when you have a moment.,0
"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",-1
.@AmericanAir @Kaha58 Would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.,-1
"@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it",-1
@USAirways  really u gave 6 scotch on the rocks to an out of control drunk and would not let my sister change seats when he was grouping her,-1
"@united cabin crew were huge offenders, stood as a conversational cluster blocking exiting passengers",-1
@AmericanAir My flight 1389 from Las Vegas to DFW was Cancelled Flightled! I've been on hold forever and I still have not spoken to anyone! Pls Help,-1
@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,1
"@VirginAmerica Trying to reset my password, email never arrives. Help?",-1
@united Hubby made it by the skin of his teeth!   :),1
"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",1
@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,-1
@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,0
@USAirways how's us 1797 looking today?,0
"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!",-1
@AmericanAir overall lack of attention or foresight when managing flights.,-1
@JetBlue i appreciate that. When i flew with you in January the check engine light came on right before take off. Now it is a computer.,-1
@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.,1
@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),1
@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,1
@JetBlue BOS to DCA 1098 at 7:16 pm.,0
"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",0
@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,-1
@SouthwestAir just want the money I paid for early bird refunded. Noone seemed to be able at three different. SW should have that worked out,-1
"@USAirways 3+ hours on hold... oh, wait, for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes.",-1
"@AmericanAir guarantee no retribution? If so, I'd be glad to share.",0
@AmericanAir I'm on #1058 tmrw from CUN DFW. Final dest'n is ORD. Seeing freezing rain in DFW all morning. Should I change my connection?,0
"@USAirways yes thanks I have never seen anything like this and I come to Yuma all the time, big disappointment. There are 40+ still waiting",-1
@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,-1
"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",0
@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;),1
@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,-1
@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here,-1
"@AmericanAir I'm trying my hardest to not get frustrated, but I am getting no response on email or by phone. AA owes me $500. How do I claim",-1
@USAirways @jtrexsocial 5 hours on hold ... Safe to say no one is working .,-1
"@united I appreciate the immediate offer, but suspect it is more long-term issue/not simple fix. Also, ski/bootbag policy is awkward at best",-1
"@SouthwestAir @FortuneMagazine 
great news.",1
"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",-1
@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.,-1
@AmericanAir Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.,-1
"@USAirways got transf. to Dividend Miles...need to change flight.  Grandma just passed, need to change ticket ASAP. Update on wait time?",0
@AmericanAir Asked for a waiver of a change fee for flight booked w/in past 24 hrs. Rep was rude. Just told me no. Didn't even try to help!,-1
@JetBlue my phone number when you have any news for me is (631)891-5722,0
@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ,-1
"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?",0
@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!,0
@united Charging $6500 for biz flight to UK = somewhat egregious. Charging $3 on top for a Sam Adams draft at the United Club is usurious.,-1
"@united Call customer service and of course they just say ""theres nothing we can do"" and then offer a transfer and disconnect the line.",-1
"@USAirways just heard #Monterey airport was closed due to thick fog, any updates",0
@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!,-1
@USAirways 4097 DCA to BNA. Just told they need to do 1.5 hrs worth of maintenance. Was supposed to leave at 8:50 am. [sigh],-1
@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail,-1
@SouthwestAir  I am following you now.,0
"@SouthwestAir I am in, let's do this!",0
@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline,-1
@united despite my bag not making it to Newark good informative email tracking updates help!,1
"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",-1
@southwestair please help us check in... i never expected you to make travel painful... just like the rest all of a sudden...#intlcheckin#,-1
@JetBlue everyone is overreacting. Keep up your swag!,0
No no no bad airline bad! *bops you with newspaper* “@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”,-1
@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.,-1
"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents",-1
@AmericanAir Can care less if youre without your bags for a day or a week! Ive been 3 stories in the last 3 hours...I WANT MY BAG!,-1
@united yes to more food! Add some gluten free options while you're at it,1
"@USAirways @AskPayPal When will it be marked ""completed"". I'm scared I'm going to lose my reservation or my money is going to be refunded.",-1
@USAirways power trip. I felt completely threatened and unsafe and I am so angry. Derrick Bussey.  DCA. Would like to reiterate that I was,-1
"@USAirways flight 623 den to phx: flight attdt decides to stay downtown and be an hour Late Flight so entire flight delayed, she better get fired!",-1
"@AmericanAir I ended up emailing my #Complaint to customer.relations@aa.com, hope that works. #TravelProblems",-1
@JetBlue also. My party { me and my sister and mom} are on three separate reservations. Will TSA lets us go through together or alone.,0
@united unhappy with your new mileage rules :( - was my main reason to keep flying united. Will have to take my business elsewhere,-1
@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,-1
@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,1
@JetBlue ruining vacations left and right. Who would have thought an airline can Cancelled Flight tickets without telling the buyer,-1
@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,-1
@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂,1
@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,1
@SouthwestAir - any update on flights in to BNA today?,0
@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.,-1
last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!,-1
"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.",-1
@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,0
"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx",0
"@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations",-1
"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy",1
@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,-1
"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",-1
"@AmericanAir I've been trying to change a Thursday flight and there's a ridiculous wait time on the phone, and your website isn't helping",-1
@united I trust you enough to put my coat in my checked bag!,1
@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???,-1
"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/",-1
@JetBlue ok is I hope thy the Bahamas next,0
@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook,-1
"@AmericanAir but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?",-1
"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare",-1
@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!,1
@JetBlue yes Party is Over 😂,0
@SouthwestAir crazy how every airline flew out to the northeast tonight except you,-1
@united did I mention one bag is an infant car seat &amp; we've been stuck with yr poor replacement on icy mtn roads,-1
"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",1
@AmericanAir ...2/2 doesn't help me.,-1
@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),-1
@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF,-1
@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?,-1
@JetBlue I'd go to Australia to enjoy the land down under! Always been on my bucket list! #FlyingItForward,0
@USAirways technical issues = inefficient computer triage system. Personality/ compassion of operators = not. Sad example of sad company.,-1
@SouthwestAir just got mine..now where to go??,1
@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!,-1
@SouthwestAir Thanks! Will do,0
@united reinstating the kosher meals that were dropped shortly after the merger?,0
@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ,0
@united they have access to the dial that makes it faster do they?,-1
@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,1
@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY,0
"@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx",-1
@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,1
"@JetBlue my mom's baggage is lost, in fly 1557 fort lauderdale-Bogotá today, Colombian employees treated us badly , need help please",-1
Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub,0
"@USAirways I made the change online, but couldn't check-in online, so had to call (3 hrs on hold btw). Shouldn't have been charged $25",-1
@JetBlue last week I bought a plane ticket round trip to FL &amp; just 4 fun I look at the price of them today and they went down! #nothappy,-1
"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",0
@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate,-1
@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,-1
@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,-1
@SouthwestAir Make the world a better place: Visit an elderly relative.,1
@USAirways #flight2031 the flight to Hell,-1
@SouthwestAir next up: enforcing your boarding procedure.,-1
@AmericanAir thanks!!,1
@AmericanAir Customer service provides no wiggle room to change flight without a $200 change fee. @southwest has always been accommodating.,-1
@SouthwestAir Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated.,0
"@united so, I made it all the way to the airport, and they say they won’t fix the handle. I showed you this problem, and you said to go…?",-1
@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,-1
@united after waiting for over an hour we finally board the airplane only to find out we have to call maintenance. And this plane is cold.😡,-1
"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!",-1
@AmericanAir could you guys follow me so I can dm yall please,0
@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,-1
@AmericanAir thanks  you always be my airline of choice when possible,1
JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”,0
@AmericanAir 953 our  fligth Somthing to talk  about this?,-1
"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.",0
@AmericanAir you're my early frontrunner for best airline! #oscars2016,1
@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,1
@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!,-1
@SouthwestAir I wish I would've known so I could've slept 2 hours more and let my friend know not to wait for me after she lands...,-1
@JetBlue its domestic I just wanted more of an idea so I don't get surprised.,0
@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,0
@SouthwestAir - STL-BOS flight today was Cancelled Flightled. Online resched form gives an error. On hold for past 90 min. HELP! #terribleservice,-1
@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,1
"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!",-1
@SouthwestAir @love_dragonss oh my gosh,1
@AmericanAir Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.,-1
"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",-1
"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",-1
@VirginAmerica Thanks!,1
@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,-1
"@AmericanAir 4285. Apparently we’re told, staff on the ground keep promising to come and they don’t.",-1
@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN,-1
@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb,-1
@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,-1
"@USAirways this day has been a disaster, rude employees, no help &amp; now no hotel. not flying with you again &amp; I fly ALOT! Dallas=raise=now!",-1
@SouthwestAir so was there a winner for #DestinationDragons ???,0
@AmericanAir Fuck you.,-1
@SouthwestAir greetings,0
"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",0
@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,-1
@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,1
@SouthwestAir your phone lines suck. I have a dilemma.,-1
"@united so I wasted 40mins filling in 2 online forms you are telling me you didn't receive, how do I know this won't happen this time?",-1
@JetBlue I just DM'd you!,-1
@united not happening.  Delta took care of us.  Peace!,-1
@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again,-1
"@SouthwestAir Sent your way, thanks for the help.",1
"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",-1
@united https://t.co/jpd7NsGRT7. Fyi your staff are telling customers to try other carriers,-1
@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,1
@USAirways Only water on flight 763 to DCA? This is the first time I've ever seen this happen. #ExecutivePlatinumMeansNothing #IWantCoffee,-1
@united give her the recognition she deserves!,1
@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.,-1
@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.,-1
"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",-1
@USAirways on flight 1839 waiting for weight and balance info for the past 30 minutes!!!,-1
"@AmericanAir got a callback at 1 am, took care of it. thanks.",0
"@AmericanAir Not here yet, but I plan on it. If you could have them fly low and slow right in front of me, that would be great. ;-)",0
@SouthwestAir Engadget Theverge Wired reddit,-1
"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200",1
@SouthwestAir why did you book my hotel twice?!?! Ahhhhh,-1
"@usairways Is your reservation phone number working? Called 10x in the last 3 days, and haven’t gotten through.",-1
"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",1
@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.,-1
@SouthwestAir your app isnt working and i take off in like two hours help,-1
@AmericanAir I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk,-1
His name is Enzo 😊 RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg,0
@AmericanAir Please stop changing my flights for Spring Break. This is the 5th time!,-1
@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week.,-1
"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer",-1
"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority""",-1
@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,-1
"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail.",-1
@AmericanAir My ex-boyfriend picks up my calls more than you do! #Cancelled Flightedflight #nocustomerservice #americanairlines #FAIL,-1
@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst,-1
@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,-1
@united worst service ever 😈,-1
"@USAirways @PHLAirport Cancelled Flighted flight due to weather no problem, but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!",-1
@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,-1
@united quality work going on here. http://t.co/9xbO5daKaK,-1
@united thanks again for your concern. I will contact customer care upon our return from Australia.,0
"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",-1
@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.,-1
@AmericanAir Weather was not involved.,-1
@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1
@JetBlue Why are you making it so freaking hard for me to say good things about you??  #jetbluefail http://t.co/v8SB0RBICx,-1
@USAirways doesn't want me to get home,-1
@USAirways lost bags. Cant reach human. delivery driver says he won't give us carseat until we return loaner. We hv NO loanr.5084773604 HELP,-1
@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,1
@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,0
@united that's a crazy long form! You need something other than a video?,-1
"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it.",-1
"@USAirways No, this is a systemic problem. Mail comes from 153.69.214.203 but USAirways SPF record disallows it. DM me for more detail",0
"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh",-1
@AmericanAir gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain,-1
@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?,-1
@VirginAmerica I need a receipt for a flight change. Can you send one?,0
"@SouthwestAir @FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!",1
@AmericanAir We've sent you more info via DM.  I truly hope you resolve this very quickly. #media #filmcrew #cnn #nbc,0
@united Sure did! Only waited about 15min. Yay!,1
@AmericanAir what's the status of flight 3494 XNA to DFW. I'm getting different reports?,-1
@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,1
@USAirways thank you for leaving my 74 y/o grandma stranded because connecting flt could not wait 10 minutes. I will never fly you again,-1
@united cleaning a regional jet takes an hour?,-1
@united next day,0
"@AmericanAir Thank you, you too!",1
@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺,-1
@AmericanAir Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled!,1
"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",-1
@SouthwestAir reviewing your oversize policy. Hardcase golfbags are free if under weight. How do we add guitars and instruments to the list?,-1
"@AmericanAir this is pathetic customer service. Why have bag tags, barcodes and computers if your response is, ""not yet located""?",-1
"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB",1
"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",-1
"@USAirways very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning.",-1
@AmericanAir so great AA1103 sitting for an hour first technical problems now what?,-1
"@USAirways I've been on hold for 35 mins to sort out my reservation out of sync message when trying to check in, what's wrong?!?",-1
@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon,1
@SouthwestAir 8FKQW is the conf #. Thanks for the reply,0
@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,-1
"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",-1
@JetBlue You mean take more of my time to write you a physical letter because the fraud department doesn't have email or telephones. Right?,-1
@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,0
@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,0
@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.,-1
@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,0
@united still no response??,-1
@SouthwestAir Whats up with flight 4464 Ft myers to milwaukee???,0
"@united : Unhappy with United's service?

Read Ralph Nader's open letter to UAL's CEO.

Leave a comment or RT.

http://t.co/O0745APIau",-1
"@AmericanAir My bag flew with AA while I flew with Delta, and I'm still not sure whose final carrier is referred to.",-1
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",1
@SouthwestAir on hold now for 1 Hour 25 mins Whats the holdup,-1
@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,-1
"@AmericanAir  To add, I have to get up to go to work tomorrow am.  I don't like having to wait up until 12 or Late Flightr.  CS sucks.",-1
@JetBlue unveils new 'Bluemanity' livery - USA TODAY http://t.co/ueGgKN79zA,0
@USAirways what is the damn delay????,-1
@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,0
@united thanks,1
@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,-1
"@USAirways not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in",-1
@AmericanAir will do. I also passed the website around to other passengers.,0
"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?",-1
@AmericanAir thanks to Jacqueline in CLT for cleaning up @amexserve and @USAirways mess!!! Awesome service,1
"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",-1
@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!,1
@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,1
@AmericanAir Can you upgrade (with cash) to Main Cabin Extra after buying an AAdvantage Mileage Saver (using miles)? Can't seem to do it...,0
@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,-1
@AmericanAir probs the worst customer service ever. Replied to complaint I submitted 6 weeks ago bout damaged bag... Not even replacing it!,-1
@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,1
@SouthwestAir where do we start? I've already wasted 1.5 hrs of phone wait time already :-(,-1
😩😩😩“@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C”,0
@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,-1
@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,-1
"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl",0
@JetBlue thanks for the response - when is the next flight after the 9:48 flight?,1
@JetBlue is so sloooooow today,-1
@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too,-1
"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!",0
@JetBlue client is asking if kids need their own email addresses to get TB acct. Is this true?,0
"@AmericanAir bag turned up, no thanks to your useless call-centre and useless website",-1
@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair,-1
Bruh “@JetBlue: Our fleet's on fleek. http://t.co/W9BQiw0aou”,0
@AmericanAir thanks so much!,1
@VirginAmerica wish you flew out of Atlanta... Soon?,0
